Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
88,0.88,-692.432434,83.410301,-364.539398,-628.637573,34.053608,-765.548706,-555.719116,97.642105,49.538212,-530.988037,40.712822,369.902954,-444.959656,71.865112,223.9048,-394.619049,108.64521,-550.101257,-392.009186,125.902382,46.78075,-370.940918,136.671967,-159.344284,-185.900635,68.190666,-785.778992,-141.195984,133.285034,-521.145996,-155.089554,157.347183,-17.764881,-69.227814,114.087776,177.086792,8.832559,74.379082,-771.038574,21.672926,162.328186,-70.475418,145.740967,37.053818,442.007965,149.429657,145.647308,63.353138,148.826126,164.355377,-31.460806,184.391327,152.271057,-465.16394,418.509613,25.505699,-715.293945,400.72644,120.783386,-385.256683,485.572266,95.965996,-145.095673,647.120605,45.035126,-77.968597,777.025269,31.918221,-174.040817,876.910583,17.117067,-721.598328,-472.606293,129.117844,-310.530609,-289.024811,148.177353,-454.620483,-227.6996,109.689583,239.512283,-132.012833,161.642395,-111.316956,-69.202766,35.510185,462.211548,24.109879,124.390602,-566.613525,-9.366616,168.577713,-367.063354,26.361027,75.370888,325.92041,103.465225,166.06134,-201.151672,130.575867,115.81443,174.195129,287.64212,33.761593,418.126465,474.278137,73.264099,134.143005,832.29834,16.583063,158.645798,246.703979,128.820236,-531.966187,-130.840652,165.081177,-383.492004,587.019836,60.630367,30.719608,502.128113,64.452911,-526.906128,466.914337,89.304047,-455.738953,-367.614014,29.681503,-909.553528,-499.410797,109.082237,-487.111938,-2.107412,39.321793,-886.668579,-379.302826,36.86166,-853.795532,323.171448,149.056183,-367.776398,371.819183,128.61969,-120.591377,509.907593,27.406536,254.575851,35.914028,119.831039,162.570435,-736.748779,35.863873,-177.506973,272.727722,98.035561,-622.82135,858.071472,19.741886,-460.93631,250.050461,86.171997,246.301727,467.832184,23.341991,424.306885,666.895813,48.344818,-345.798676,719.720703,18.820486,273.489166,417.043427,19.224592,-808.253906,151.849899,68.669197,-766.603943,480.550842,91.796768,-286.08078,257.517639,170.764267,-286.388733
89,0.89,-692.43396,83.41021,-364.536652,-628.639099,34.048817,-765.545471,-555.720703,97.646034,49.540817,-530.989868,40.720192,369.906311,-444.96109,71.870506,223.907776,-394.620331,108.641815,-550.098694,-392.01059,125.905602,46.783058,-370.942139,136.672791,-159.342056,-185.902084,68.183777,-785.775879,-141.197205,133.280884,-521.143738,-155.090714,157.348663,-17.762869,-69.229248,114.091057,177.089279,8.831159,74.371536,-771.035583,21.671721,162.328369,-70.473404,145.739166,37.059135,442.011414,149.428375,145.648407,63.355328,148.824951,164.355438,-31.458796,184.390182,152.266174,-465.161774,418.508026,25.497057,-715.290222,400.725159,120.778473,-385.25415,485.570831,95.963379,-145.09285,647.118835,45.032581,-77.965157,777.02356,31.914055,-174.037201,876.908997,17.106415,-721.594604,-472.607513,129.117432,-310.52829,-289.02597,148.174576,-454.618408,-227.701065,109.694229,239.514832,-132.013992,161.642761,-111.314957,-69.204582,35.51664,462.214996,24.108641,124.385269,-566.611023,-9.36772,168.574738,-367.061371,26.359402,75.37542,325.92337,103.464081,166.059708,-201.149673,130.574432,115.816849,174.197678,287.640259,33.766041,418.129913,474.27652,73.264618,134.146088,832.296509,16.582363,158.649597,246.702759,128.814346,-531.963684,-130.841766,165.078506,-383.48999,587.01825,60.629272,30.7229,502.126587,64.445992,-526.902893,466.912933,89.298073,-455.736053,-367.615509,29.674015,-909.550171,-499.41214,109.079987,-487.109436,-2.108932,39.313015,-886.665222,-379.304352,36.854843,-853.792175,323.170288,149.051788,-367.77417,371.817902,128.617828,-120.588905,509.905823,27.408241,254.579391,35.912613,119.833725,162.572922,-736.750488,35.866039,-177.503708,272.72641,98.028549,-622.818481,858.069763,19.734211,-460.932495,250.048904,86.174713,246.304626,467.830292,23.34576,424.310577,666.894104,48.339214,-345.795258,719.718933,18.821501,273.492889,417.041779,19.21492,-808.250305,151.848465,68.66111,-766.60083,480.549408,91.79261,-286.077881,257.51651,170.761047,-286.386749
90,0.9,-692.433777,83.399467,-364.537292,-628.638123,34.037987,-765.545837,-555.721069,97.636879,49.540295,-530.990173,40.711666,369.905823,-444.96167,71.862411,223.907425,-394.620239,108.633026,-550.09906,-392.01123,125.897659,46.782776,-370.942657,136.664719,-159.342392,-185.901413,68.176216,-785.776001,-141.197311,133.274017,-521.143799,-155.091537,157.342407,-17.762974,-69.230003,114.085701,177.089355,8.831784,74.365448,-771.035522,21.670916,162.323318,-70.473358,145.738693,37.055752,442.01178,149.427536,145.644531,63.355579,148.824066,164.35144,-31.458572,184.389893,152.261795,-465.161499,418.509003,25.494076,-715.289612,400.725006,120.775833,-385.253571,485.570557,95.961708,-145.092163,647.118896,45.032192,-77.964218,777.023987,31.914503,-174.036102,876.909973,17.106846,-721.593323,-472.607849,129.108383,-310.528748,-289.026245,148.166702,-454.618683,-227.701889,109.687775,239.514603,-132.014755,161.636566,-111.315063,-69.205048,35.511677,462.215118,24.108656,124.379562,-566.610962,-9.368226,168.569061,-367.061371,26.358776,75.370979,325.923492,103.463387,166.055115,-201.149521,130.573685,115.812973,174.197922,287.639862,33.76368,418.130524,474.276123,73.263252,134.14682,832.296448,16.583689,158.650803,246.702713,128.810349,-531.963379,-130.842255,165.071915,-383.490143,587.018066,60.628593,30.723721,502.127045,64.443909,-526.902222,466.913055,89.295822,-455.735382,-367.614441,29.664927,-909.550293,-499.412109,109.070503,-487.109955,-2.107933,39.306675,-886.6651,-379.303345,36.845741,-853.792297,323.169891,149.048584,-367.773712,371.817413,128.615326,-120.588402,509.90564,27.407295,254.580261,35.911854,119.829132,162.57312,-736.750183,35.855221,-177.504318,272.726685,98.024628,-622.818115,858.070374,19.734852,-460.931305,250.048279,86.171822,246.30513,467.829956,23.344748,424.311401,666.89447,48.338612,-345.79425,719.718689,18.822155,273.493958,417.042786,19.211807,-808.249573,151.849121,68.656082,-766.600586,480.549347,91.790703,-286.077209,257.5159,170.757477,-286.386444
91,0.91,-692.431335,83.402893,-364.53714,-628.636475,34.043514,-765.546204,-555.717957,97.637848,49.54031,-530.986572,40.710846,369.905548,-444.958313,71.862274,223.907028,-394.618073,108.637032,-550.099243,-392.008148,125.898407,46.782612,-370.93988,136.666565,-159.342499,-185.899704,68.181206,-785.776733,-141.195053,133.277512,-521.144287,-155.088516,157.343155,-17.763317,-69.226654,114.085274,177.088593,8.833543,74.370079,-771.036499,21.673925,162.324097,-70.473938,145.742355,37.053555,442.010315,149.430756,145.644394,63.354702,148.827148,164.351807,-31.459391,184.392258,152.264511,-465.162445,418.510712,25.497831,-715.291626,400.727478,120.777786,-385.254974,485.573395,95.962227,-145.093857,647.121765,45.032116,-77.966469,777.02655,31.91477,-174.03862,876.911621,17.109945,-721.59613,-472.605316,129.111206,-310.528687,-289.023865,148.170044,-454.618835,-227.69838,109.687233,239.514145,-132.01181,161.637787,-111.315422,-69.201393,35.509686,462.21402,24.110817,124.383064,-566.611755,-9.365693,168.571518,-367.061859,26.362307,75.369598,325.922516,103.466194,166.056488,-201.150238,130.577026,115.812263,174.19693,287.643494,33.761417,418.128815,474.279388,73.262268,134.144989,832.299683,16.58205,158.648071,246.704941,128.813324,-531.964478,-130.839737,165.074631,-383.490479,587.021118,60.628014,30.72168,502.129211,64.446495,-526.904114,466.915375,89.298073,-455.737091,-367.612946,29.670864,-909.551025,-499.409943,109.074326,-487.109985,-2.106398,39.311958,-886.666199,-379.301788,36.851387,-853.79303,323.172394,149.050568,-367.774902,371.820312,128.615891,-120.589737,509.908966,27.405605,254.57811,35.915176,119.828629,162.572174,-736.747498,35.857689,-177.504379,272.728729,98.028069,-622.819458,858.07251,19.736567,-460.934052,250.051682,86.170555,246.30365,467.833527,23.342184,424.309357,666.896851,48.339966,-345.796539,719.722046,18.820055,273.491455,417.044464,19.216068,-808.251526,151.850876,68.660484,-766.601929,480.55191,91.792,-286.078918,257.518555,170.759079,-286.38736
92,0.92,-692.432495,83.407661,-364.537781,-628.637878,34.046658,-765.546509,-555.719421,97.643059,49.539745,-530.988708,40.716888,369.90506,-444.95993,71.867355,223.906631,-394.618988,108.639427,-550.099854,-392.009369,125.902626,46.782047,-370.940857,136.670029,-159.343079,-185.900726,68.18161,-785.777161,-141.195877,133.278442,-521.144714,-155.089478,157.345749,-17.763823,-69.228012,114.087921,177.088318,8.832529,74.369339,-771.036621,21.673016,162.325455,-70.474358,145.740356,37.055733,442.010406,149.429642,145.645386,63.354431,148.826233,164.352509,-31.459719,184.39151,152.263657,-465.16272,418.509369,25.494783,-715.291321,400.72644,120.775871,-385.255096,485.572052,95.960526,-145.093796,647.120056,45.029652,-77.966141,777.024841,31.911217,-174.038177,876.910278,17.104111,-721.59552,-472.606232,129.114807,-310.529358,-289.024658,148.172073,-454.619415,-227.699829,109.691048,239.513748,-132.012695,161.639923,-111.315926,-69.203407,35.513218,462.213989,24.109982,124.382851,-566.612122,-9.366378,168.572128,-367.062286,26.360624,75.372139,325.922363,103.465385,166.056931,-201.150604,130.575684,115.813705,174.196655,287.641479,33.762661,418.129028,474.27774,73.261497,134.145142,832.297791,16.579195,158.648575,246.704086,128.81189,-531.964661,-130.840439,165.075928,-383.490967,587.01947,60.626247,30.721918,502.12796,64.443527,-526.903931,466.914246,89.295532,-455.737,-367.614136,29.671982,-909.551208,-499.410858,109.077545,-487.110565,-2.107575,39.310936,-886.666382,-379.302979,36.852753,-853.793213,323.17157,149.049164,-367.775085,371.819153,128.61496,-120.589844,509.907074,27.404993,254.578384,35.913864,119.830605,162.57196,-736.749146,35.8633,-177.504883,272.727783,98.026192,-622.819519,858.071045,19.73164,-460.933502,250.050125,86.171486,246.303619,467.831482,23.34234,424.309418,666.895386,48.336555,-345.796204,719.720093,18.818245,273.491821,417.043152,19.212738,-808.251221,151.849838,68.65889,-766.60199,480.55072,91.789909,-286.078827,257.517822,170.758331,-286.387695
93,0.93,-692.433594,83.413948,-364.537262,-628.638916,34.051575,-765.545959,-555.720276,97.650536,49.540131,-530.98938,40.725384,369.905731,-444.960785,71.875267,223.90715,-394.619995,108.644768,-550.099487,-392.010223,125.909897,46.782375,-370.941772,136.676605,-159.342804,-185.90181,68.185951,-785.776611,-141.196838,133.2836,-521.144409,-155.090256,157.352539,-17.763674,-69.228844,114.095253,177.088531,8.831442,74.373505,-771.036255,21.672167,162.331879,-70.474266,145.739502,37.063679,442.010864,149.428818,145.652084,63.354523,148.825409,164.358917,-31.45966,184.390579,152.2686,-465.162628,418.50824,25.498644,-715.290894,400.725555,120.780823,-385.254913,485.571136,95.966179,-145.093567,647.11908,45.035328,-77.965752,777.023804,31.916439,-174.037796,876.90918,17.107435,-721.595032,-472.607208,129.121017,-310.529022,-289.025604,148.177612,-454.619171,-227.700668,109.698769,239.514084,-132.013535,161.646393,-111.315796,-69.204269,35.521481,462.214447,24.108984,124.387665,-566.611816,-9.367272,168.577606,-367.062256,26.359774,75.379845,325.922699,103.464523,166.062836,-201.150543,130.57486,115.820801,174.19693,287.640594,33.770355,418.129364,474.276855,73.268074,134.145416,832.296753,16.585424,158.649033,246.70311,128.816559,-531.964539,-130.841324,165.081528,-383.490875,587.018555,60.632347,30.722246,502.126923,64.447906,-526.903503,466.913208,89.300186,-455.736755,-367.615295,29.676117,-909.550659,-499.411835,109.083206,-487.110168,-2.108708,39.314728,-886.665833,-379.304108,36.857086,-853.792664,323.170654,149.054276,-367.774994,371.818298,128.620819,-120.589699,509.906128,27.411907,254.578888,35.913033,119.837769,162.572174,-736.750122,35.870251,-177.504196,272.726746,98.030533,-622.819275,858.069946,19.735828,-460.933075,250.049286,86.178673,246.30394,467.830658,23.349867,424.309998,666.894409,48.341339,-345.795868,719.719116,18.824965,273.492279,417.041962,19.216299,-808.250793,151.84874,68.662903,-766.601562,480.549744,91.795105,-286.078613,257.516968,170.763809,-286.387665
94,0.94,-692.43103,83.419991,-364.540222,-628.635071,34.064888,-765.549561,-555.719116,97.648972,49.537926,-530.989319,40.717979,369.902527,-444.960236,71.870476,223.904816,-394.616852,108.654053,-550.100952,-392.009033,125.908318,46.781181,-370.93985,136.678757,-159.343735,-185.897827,68.199425,-785.778137,-141.193741,133.292221,-521.144653,-155.088837,157.352005,-17.763496,-69.228073,114.091141,177.088226,8.835338,74.38662,-771.036987,21.673798,162.332214,-70.473404,145.739349,37.054626,442.009766,149.429993,145.649933,63.355534,148.826904,164.35849,-31.458319,184.393494,152.276077,-465.161407,418.511932,25.510565,-715.291138,400.72818,120.786736,-385.25354,485.572998,95.967667,-145.092392,647.12085,45.035507,-77.964973,777.025757,31.91831,-174.036835,876.912964,17.119236,-721.594116,-472.604858,129.125961,-310.530426,-289.022705,148.185104,-454.619629,-227.70015,109.693581,239.513123,-132.011765,161.647552,-111.315468,-69.204491,35.512161,462.212646,24.112255,124.397057,-566.611633,-9.364672,168.583389,-367.061371,26.360035,75.372963,325.921997,103.466576,166.065536,-201.149338,130.575623,115.816635,174.197281,287.640533,33.761677,418.128876,474.277802,73.264465,134.146118,832.297607,16.581207,158.649918,246.706253,128.825195,-531.963501,-130.838699,165.087646,-383.490448,587.019714,60.630581,30.72308,502.130035,64.456345,-526.902893,466.916046,89.307335,-455.735748,-367.611023,29.691942,-909.553406,-499.408783,109.0914,-487.11203,-2.104439,39.329964,-886.667236,-379.299957,36.871899,-853.795532,323.173248,149.059891,-367.773376,371.820038,128.621902,-120.58831,509.906586,27.406103,254.578888,35.91386,119.833855,162.572357,-736.748291,35.872917,-177.508163,272.730164,98.040817,-622.818787,858.072876,19.742907,-460.932068,250.049805,86.173149,246.304184,467.830505,23.340984,424.309753,666.896851,48.346397,-345.794952,719.719543,18.818707,273.492859,417.04599,19.229904,-808.251282,151.852615,68.675873,-766.602051,480.552002,91.799156,-286.077515,257.519318,170.767975,-286.385864
95,0.95,-692.433167,83.425789,-364.539215,-628.636963,34.066319,-765.547974,-555.721741,97.658112,49.539001,-530.99292,40.730167,369.904144,-444.963348,71.880714,223.90625,-394.618622,108.656281,-550.099731,-392.011536,125.916481,46.782196,-370.942047,136.684738,-159.342789,-185.899551,68.198097,-785.776123,-141.195419,133.293289,-521.143311,-155.09111,157.358154,-17.762453,-69.230881,114.09874,177.089844,8.833676,74.384315,-771.034973,21.671616,162.336823,-70.472183,145.735718,37.063637,442.012451,149.427505,145.655136,63.357143,148.824661,164.362762,-31.456947,184.391846,152.275803,-465.159821,418.509888,25.506445,-715.288025,400.726196,120.786018,-385.251343,485.570557,95.968849,-145.089798,647.117981,45.036438,-77.961639,777.02301,31.917528,-174.033173,876.910828,17.112419,-721.590149,-472.606903,129.131027,-310.529572,-289.024445,148.187683,-454.618683,-227.703064,109.702721,239.514557,-132.013931,161.652649,-111.314438,-69.20816,35.522614,462.214966,24.110563,124.396698,-566.610046,-9.366393,168.58522,-367.060211,26.356764,75.3815,325.924072,103.4646,166.068375,-201.148026,130.57283,115.823059,174.199188,287.636932,33.769627,418.131683,474.274811,73.268509,134.148987,832.294189,16.58342,158.653793,246.704544,128.823914,-531.961609,-130.840393,165.090012,-383.489471,587.016907,60.632938,30.726179,502.127899,64.453629,-526.900024,466.914032,89.305542,-455.733124,-367.612701,29.69043,-909.551392,-499.410675,109.094856,-487.110931,-2.106145,39.326569,-886.664856,-379.301758,36.871014,-853.793518,323.171448,149.059799,-367.771576,371.81778,128.623993,-120.586212,509.903198,27.41114,254.582169,35.911095,119.840714,162.573959,-736.751038,35.880829,-177.50676,272.728455,98.038475,-622.816528,858.070496,19.738787,-460.928192,250.046722,86.179596,246.306503,467.826813,23.347967,424.313171,666.89447,48.34454,-345.791626,719.715942,18.822737,273.496582,417.044006,19.224874,-808.247925,151.850906,68.672791,-766.599548,480.549713,91.798965,-286.074921,257.517487,170.769058,-286.384338
96,0.96,-692.432739,83.415649,-364.537292,-628.63678,34.059601,-765.54657,-555.720764,97.646896,49.540771,-530.990479,40.717144,369.905579,-444.961609,71.86969,223.907669,-394.618866,108.650986,-550.098328,-392.010803,125.907272,46.783791,-370.941864,136.677155,-159.341141,-185.89978,68.196892,-785.775513,-141.195908,133.290878,-521.142212,-155.090851,157.352264,-17.761126,-69.229736,114.092606,177.090652,8.833424,74.385376,-771.034424,21.67169,162.333435,-70.471123,145.738312,37.058346,442.01236,149.42807,145.65242,63.357784,148.824783,164.360641,-31.456127,184.391251,152.276978,-465.15918,418.510376,25.512114,-715.288696,400.726196,120.789291,-385.251343,485.571259,95.971581,-145.090134,647.119324,45.04068,-77.962639,777.024414,31.923979,-174.034515,876.911316,17.123707,-721.591797,-472.606842,129.123215,-310.52774,-289.024963,148.183029,-454.617157,-227.701736,109.694244,239.515732,-132.013916,161.647644,-111.313095,-69.20546,35.514591,462.215363,24.110102,124.396591,-566.609253,-9.366989,168.583389,-367.059113,26.358702,75.375534,325.924561,103.464378,166.066803,-201.147125,130.573959,115.819366,174.199722,287.639526,33.766228,418.131348,474.276367,73.269249,134.148499,832.296631,16.588345,158.652237,246.704086,128.826294,-531.961243,-130.840973,165.086807,-383.488129,587.018372,60.635731,30.72542,502.128235,64.459068,-526.900513,466.914246,89.310081,-455.73349,-367.612671,29.68783,-909.550537,-499.410736,109.087868,-487.109253,-2.10622,39.328259,-886.66449,-379.301727,36.867897,-853.792542,323.171082,149.062012,-367.77121,371.818115,128.625168,-120.586105,509.905518,27.41152,254.581329,35.912151,119.835945,162.574722,-736.749634,35.868916,-177.505051,272.72818,98.041756,-622.816406,858.071533,19.748121,-460.929749,250.04834,86.176872,246.30661,467.82959,23.346706,424.312225,666.895386,48.350792,-345.792664,719.718628,18.825546,273.49527,417.044342,19.231125,-808.248657,151.850723,68.675552,-766.599548,480.550293,91.802559,-286.075256,257.517029,170.769943,-286.383759
97,0.97,-692.43396,83.402573,-364.540466,-628.637756,34.045681,-765.549561,-555.722046,97.634651,49.537613,-530.991882,40.705551,369.902496,-444.963043,71.857796,223.904617,-394.619934,108.637474,-550.101379,-392.012115,125.894997,46.780689,-370.943054,136.664444,-159.344284,-185.900757,68.182861,-785.778381,-141.197006,133.27739,-521.145264,-155.092194,157.339813,-17.764225,-69.23111,114.080536,177.087738,8.83241,74.371346,-771.037292,21.670424,162.320831,-70.474159,145.736832,37.046799,442.009613,149.426727,145.640076,63.354805,148.823502,164.348099,-31.459137,184.390137,152.26355,-465.16217,418.509369,25.498121,-715.291321,400.725067,120.775993,-385.25415,485.570068,95.958755,-145.09285,647.118164,45.027973,-77.965202,777.023193,31.911053,-174.036987,876.9104,17.109625,-721.594299,-472.608032,129.110214,-310.530945,-289.026093,148.169708,-454.620239,-227.70314,109.682335,239.512756,-132.015167,161.634995,-111.3162,-69.206955,35.503109,462.212616,24.109028,124.382988,-566.612183,-9.368136,168.570221,-367.062164,26.357256,75.363762,325.921722,103.463158,166.05394,-201.150146,130.572586,115.807266,174.196793,287.638031,33.754604,418.128601,474.275055,73.257011,134.145813,832.295166,16.576096,158.64978,246.703018,128.812714,-531.964111,-130.842133,165.073608,-383.491211,587.01709,60.623257,30.722826,502.127167,64.445465,-526.903198,466.913116,89.296631,-455.736145,-367.613617,29.673576,-909.553528,-499.411835,109.074501,-487.112396,-2.107173,39.313992,-886.667358,-379.302734,36.853756,-853.795532,323.169952,149.048782,-367.774139,371.816925,128.612427,-120.588936,509.904083,27.399525,254.578766,35.910782,119.82383,162.571808,-736.750854,35.856236,-177.508133,272.727112,98.028,-622.819214,858.070312,19.734591,-460.932159,250.046967,86.164909,246.303818,467.828094,23.33507,424.309723,666.894226,48.337524,-345.795227,719.717224,18.813551,273.492767,417.043335,19.21697,-808.251282,151.849716,68.661514,-766.602295,480.549042,91.789452,-286.077972,257.515839,170.756882,-286.386688
98,0.98,-692.432312,83.407616,-364.54126,-628.634521,34.046478,-765.549561,-555.722168,97.643349,49.537243,-530.993713,40.717361,369.902863,-444.963989,71.867813,223.904968,-394.617432,108.639565,-550.101074,-392.012177,125.903053,46.780796,-370.94223,136.67038,-159.344223,-185.897339,68.181831,-785.776855,-141.194504,133.278839,-521.144165,-155.091873,157.346359,-17.763407,-69.231796,114.088715,177.08934,8.835777,74.369751,-771.034912,21.671019,162.326218,-70.472626,145.734695,37.056847,442.013092,149.426666,145.646317,63.357117,148.823944,164.353394,-31.457066,184.392456,152.264389,-465.15976,418.512299,25.495596,-715.286621,400.726868,120.776817,-385.250519,485.570679,95.961678,-145.088577,647.118408,45.030979,-77.959702,777.023682,31.912617,-174.030792,876.913269,17.105341,-721.587463,-472.606476,129.115005,-310.531219,-289.023804,148.172363,-454.619934,-227.704117,109.691727,239.513702,-132.014389,161.640518,-111.315331,-69.20919,35.514149,462.215118,24.111696,124.383377,-566.610352,-9.366199,168.572723,-367.060822,26.355782,75.373085,325.924103,103.464348,166.057709,-201.14827,130.57193,115.814682,174.19928,287.636017,33.763897,418.13266,474.274323,73.262772,134.150269,832.294128,16.580797,158.656326,246.705521,128.812622,-531.961304,-130.840103,165.076401,-383.490356,587.016846,60.627571,30.727879,502.129425,64.444496,-526.898499,466.915192,89.296501,-455.731934,-367.609802,29.671967,-909.552307,-499.40979,109.077614,-487.112579,-2.103418,39.311272,-886.664612,-379.299042,36.852757,-853.794434,323.171783,149.050064,-367.771118,371.817596,128.616013,-120.58551,509.902771,27.406364,254.583801,35.910187,119.83149,162.573822,-736.750244,35.863308,-177.508667,272.729889,98.026909,-622.815857,858.07196,19.732975,-460.925507,250.045837,86.172607,246.307068,467.826019,23.34375,424.314728,666.89563,48.337769,-345.789642,719.715637,18.819801,273.498871,417.046722,19.213505,-808.246521,151.853058,68.659431,-766.599304,480.550354,91.790985,-286.073669,257.517456,170.759201,-286.384186
99,0.99,-692.436035,83.415764,-364.535309,-628.640991,34.059586,-765.544617,-555.72345,97.645355,49.542606,-530.993164,40.715027,369.907196,-444.964294,71.866982,223.909317,-394.622162,108.648674,-550.096558,-392.013184,125.904289,46.785503,-370.944427,136.67421,-159.339523,-185.903732,68.192993,-785.77417,-141.198929,133.286301,-521.140869,-155.093079,157.34726,-17.75971,-69.232071,114.086624,177.091949,8.829541,74.379753,-771.033386,21.669477,162.326935,-70.469948,145.735657,37.050201,442.013275,149.425858,145.644638,63.358784,148.822632,164.352982,-31.45513,184.388458,152.269485,-465.158234,418.506134,25.502823,-715.288147,400.723145,120.779793,-385.250702,485.56839,95.961067,-145.08963,647.116211,45.028675,-77.962387,777.020996,31.910927,-174.034439,876.906982,17.110363,-721.591858,-472.60965,129.121338,-310.526001,-289.027771,148.179688,-454.615601,-227.704025,109.689598,239.517212,-132.016174,161.642548,-111.311729,-69.208122,35.508301,462.216614,24.106936,124.390617,-566.608093,-9.369514,168.577499,-367.057892,26.356205,75.368561,325.925598,103.462036,166.059738,-201.146057,130.57164,115.81163,174.200653,287.63678,33.756847,418.132141,474.27356,73.258537,134.149017,832.293335,16.574465,158.652161,246.701004,128.818298,-531.96051,-130.843582,165.081985,-383.486725,587.015381,60.624138,30.725792,502.124664,64.448837,-526.900085,466.910858,89.300072,-455.732941,-367.617157,29.685677,-909.54895,-499.414032,109.086411,-487.107452,-2.110533,39.322857,-886.663513,-379.306,36.865784,-853.790955,323.168365,149.053192,-367.770477,371.815552,128.615646,-120.585403,509.902527,27.400368,254.581726,35.909851,119.829056,162.575775,-736.753174,35.869213,-177.503067,272.724731,98.033646,-622.815613,858.067383,19.734659,-460.92981,250.045837,86.168015,246.307373,467.826691,23.335733,424.312775,666.891724,48.338894,-345.792389,719.715454,18.812515,273.495392,417.039948,19.221954,-808.24823,151.846817,68.668663,-766.598633,480.547089,91.792252,-286.074738,257.514618,170.761581,-286.382843
100,1,-692.434692,83.411125,-364.539551,-628.639221,34.053429,-765.548706,-555.721985,97.643272,49.538239,-530.991699,40.714527,369.903198,-444.962769,71.866226,223.905136,-394.620819,108.644638,-550.100952,-392.012024,125.902977,46.781078,-370.943268,136.672058,-159.343964,-185.902084,68.188889,-785.778137,-141.197708,133.283615,-521.145203,-155.092087,157.346817,-17.764225,-69.230881,114.087479,177.087646,8.831114,74.376648,-771.037415,21.670483,162.327087,-70.474434,145.737152,37.053303,442.009399,149.426941,145.646027,63.354416,148.823639,164.353943,-31.459585,184.389587,152.268616,-465.162628,418.507965,25.501951,-715.291931,400.724487,120.78035,-385.254913,485.569733,95.963127,-145.093704,647.117737,45.031826,-77.966217,777.022461,31.914278,-174.038177,876.908875,17.111681,-721.595459,-472.60849,129.118011,-310.530426,-289.026611,148.17659,-454.620056,-227.70285,109.689964,239.512909,-132.015182,161.641769,-111.316238,-69.206612,35.510456,462.212738,24.108223,124.388519,-566.612488,-9.368464,168.576157,-367.062378,26.357569,75.370552,325.9216,103.463043,166.059692,-201.150528,130.57283,115.813431,174.196411,287.638306,33.760529,418.128265,474.275024,73.261818,134.145004,832.294922,16.579584,158.64856,246.702286,128.817444,-531.964722,-130.842514,165.080017,-383.491272,587.016846,60.627491,30.721872,502.126221,64.449234,-526.903992,466.912323,89.300629,-455.737,-367.615295,29.680126,-909.552917,-499.41275,109.082146,-487.111816,-2.108768,39.319176,-886.667358,-379.30423,36.860432,-853.794922,323.169495,149.053436,-367.77478,371.816772,128.617264,-120.589668,509.904144,27.40436,254.577942,35.911018,119.830353,162.571533,-736.751587,35.865223,-177.507095,272.726105,98.032494,-622.819763,858.069153,19.737095,-460.933472,250.04718,86.170723,246.303299,467.828339,23.340315,424.309021,666.893494,48.340919,-345.796234,719.717163,18.817619,273.491669,417.04184,19.220665,-808.251831,151.848404,68.666283,-766.602661,480.548553,91.79364,-286.078796,257.515594,170.761917,-286.387329
